input,time
655,0.0800
656,0.0780
657,0.0780
658,0.0780
659,0.0790
660,0.0790
661,0.0930
662,0.0710
663,0.0950
664,0.0780
665,0.0780
666,0.0780
667,0.0950
668,0.0850
669,0.0780
670,0.0780
671,0.0940
672,0.0780
673,0.0940
674,0.0800
675,0.0940
676,0.0780
677,0.0950
678,0.0940
679,0.0780
680,0.0930
681,0.0940
682,0.0780
683,0.0950
684,0.0940
685,0.0940
686,0.0940
687,0.0790
688,0.0940
689,0.0940
690,0.0930
691,0.1010
692,0.0790
693,0.0940
694,0.0930
695,0.0940
696,0.0940
697,0.1030
698,0.0940
699,0.0940
700,0.0930
701,0.1100
702,0.0940
703,0.0950
704,0.1090
705,0.0940
706,0.0940
707,0.1090
708,0.0950
709,0.1410
710,0.1000
711,0.1250
712,0.1100
713,0.1030
714,0.0940
715,0.1090
716,0.0940
717,0.1090
718,0.1120
719,0.0940
720,0.1090
721,0.1100
722,0.1090
723,0.0940
724,0.1100
725,0.1090
726,0.1100
727,0.1090
728,0.0950
729,0.1100
730,0.1090
731,0.1090
732,0.1100
733,0.1110
734,0.1090
735,0.1110
736,0.1090
737,0.1160
738,0.1110
739,0.1110
740,0.1090
741,0.1090
742,0.1170
743,0.1100
744,0.1090
745,0.1250
746,0.1090
747,0.1120
748,0.1250
749,0.1090
750,0.1250
751,0.1170
752,0.1190
753,0.1260
754,0.1230
755,0.1090
756,0.1270
757,0.1250
758,0.1250
759,0.1250
760,0.1120
761,0.1250
762,0.1250
763,0.1250
764,0.1330
765,0.1330
766,0.1250
767,0.1250
768,0.1340
769,0.1180
770,0.1410
771,0.1250
772,0.1340
773,0.1320
774,0.1250
775,0.1410
776,0.1250
777,0.1260
778,0.1410
779,0.1400
780,0.1340
781,0.1340
782,0.1250
783,0.1400
784,0.1410
785,0.1420
786,0.1250
787,0.1410
788,0.1420
789,0.1400
790,0.1410
791,0.1410
792,0.1420
793,0.1410
794,0.1570
795,0.1410
796,0.1400
797,0.1560
798,0.1410
799,0.1420
800,0.1400
801,0.1560
802,0.1410
803,0.1420
804,0.1570
805,0.1400
806,0.1420
807,0.1580
808,0.1410
809,0.1580
810,0.1540
811,0.1410
812,0.1560
813,0.1560
814,0.1590
815,0.1400
816,0.1570
817,0.1560
818,0.1720
819,0.1560
820,0.1580
821,0.1560
822,0.1570
823,0.1560
824,0.1740
825,0.1560
826,0.1560
827,0.1730
828,0.1560
829,0.1570
830,0.1730
831,0.1560
832,0.1720
833,0.1730
834,0.1570
835,0.1650
836,0.1780
837,0.1580
838,0.1720
839,0.1710
840,0.1740
841,0.1730
842,0.1580
843,0.1860
844,0.1720
845,0.1720
846,0.1730
847,0.1720
848,0.1720
849,0.1740
850,0.1720
851,0.1870
852,0.1750
853,0.1720
854,0.1890
855,0.1690
856,0.1880
857,0.1720
858,0.1890
859,0.1710
860,0.1880
861,0.1890
862,0.1720
863,0.1870
864,0.1890
865,0.1880
866,0.1720
867,0.2050
868,0.2190
869,0.1880
870,0.1870
871,0.1880
872,0.1890
873,0.1870
874,0.2030
875,0.2700
876,0.2810
877,0.2490
878,0.2350
879,0.2530
880,0.2360
881,0.2470
882,0.2520
883,0.2340
884,0.2500
885,0.2520
886,0.2500
887,0.2510
888,0.2360
889,0.2640
890,0.2450
891,0.2540
892,0.2530
893,0.2500
894,0.2530
895,0.2660
896,0.2500
897,0.2660
898,0.2510
899,0.2660
900,0.2640
